,id,cox,molecularFormula,Zodiac_Score
11553,39338_1907_EMPv2_SIRIUS_22377,-1.4074074074074074,C27H40O,1.0
11554,8699_1907_EMPv2_SIRIUS_38291,-1.3103448275862069,C29H47NO3,1.0
11555,34754_1907_EMPv2_SIRIUS_2906,-1.4736842105263157,C19H34O3,1.0
11556,46189_1907_EMPv2_SIRIUS_15076,-0.5,C16H26O9,0.9959798994974872
11557,42337_1907_EMPv2_SIRIUS_3514,-1.2222222222222223,C18H32O5,1.0
11558,47123_1907_EMPv2_SIRIUS_39883,-1.1851851851851851,C27H43NO4,0.9994974874371858
11559,7310_1907_EMPv2_SIRIUS_22886,-1.619047619047619,C21H36O,1.0
11560,51480_1907_EMPv2_SIRIUS_25305,0.06666666666666667,C30H33N9O4,0.7628140703517587
11561,42345_1907_EMPv2_SIRIUS_58026,0.75,C8H10N4O2,1.0
11562,44052_1907_EMPv2_SIRIUS_16749,-1.565217391304348,C23H40O2,1.0
11563,31078_1907_EMPv2_SIRIUS_36086,-0.36363636363636365,C33H38O13,0.9884422110552764
11564,35105_1907_EMPv2_SIRIUS_30298,-1.2142857142857142,C28H44O5,1.0
11565,2344_1907_EMPv2_SIRIUS_18294,-0.7333333333333333,C30H47NO11,0.03919597989949749
11566,27768_1907_EMPv2_SIRIUS_21082,-0.4,C30H38O13,0.7180904522613065
11567,18647_1907_EMPv2_SIRIUS_11917,-1.2307692307692308,C13H22O3,1.0
11568,49870_1907_EMPv2_SIRIUS_766,-1.0,C18H28O5,1.0
11569,25583_1907_EMPv2_SIRIUS_28126,-0.09090909090909091,C22H25N3O7,1.0
11570,21674_1907_EMPv2_SIRIUS_47141,-0.7619047619047619,C21H40N4O6,0.017587939698492462
11571,39781_1907_EMPv2_SIRIUS_36949,-0.3076923076923077,C13H22N2O5S,0.18944723618090453
11572,20578_1907_EMPv2_SIRIUS_4244,-1.625,C16H28O,1.0
11573,12748_1907_EMPv2_SIRIUS_22139,-1.3571428571428572,C28H47NO3,1.0
11574,26571_1907_EMPv2_SIRIUS_57292,-0.4444444444444444,C9H15N3O,0.9964824120603014
11575,38677_1907_EMPv2_SIRIUS_42428,-1.1111111111111112,C27H43NO4S,1.0
11576,43386_1907_EMPv2_SIRIUS_12726,-1.1578947368421053,C19H34O6,1.0
11577,44773_1907_EMPv2_SIRIUS_9528,-1.1724137931034482,C29H44O5,0.9894472361809046
11578,47367_1907_EMPv2_SIRIUS_42665,0.375,C16H24N6O6,0.0442211055276382
11579,21097_1907_EMPv2_SIRIUS_12117,-1.25,C24H36O3,1.0
11580,11780_1907_EMPv2_SIRIUS_16237,-1.2307692307692308,C13H25NO2S,0.7402010050251256
11581,23379_1907_EMPv2_SIRIUS_53563,-0.34782608695652173,C23H26O9,0.015577889447236185
11582,49845_1907_EMPv2_SIRIUS_24232,-0.2857142857142857,C14H26N4O5,1.0
11583,2228_1907_EMPv2_SIRIUS_20411,-1.0,C30H44O7,1.0
11584,31430_1907_EMPv2_SIRIUS_16615,0.1111111111111111,C18H12O7,1.0
11585,10796_1907_EMPv2_SIRIUS_22279,-1.619047619047619,C21H40O3,1.0
11586,50336_1907_EMPv2_SIRIUS_18567,-1.2380952380952381,C21H38O6,1.0
11587,1522_1907_EMPv2_SIRIUS_33132,-0.47058823529411764,C17H28N2O7,0.9989949748743718
11588,5346_1907_EMPv2_SIRIUS_24085,-1.3076923076923077,C26H38O2,1.0
11589,19037_1907_EMPv2_SIRIUS_34844,-1.103448275862069,C29H43NO4,0.9984924623115576
11590,3439_1907_EMPv2_SIRIUS_30817,-1.1724137931034482,C29H38O2,1.0
11591,45677_1907_EMPv2_SIRIUS_17927,-1.44,C25H46O5,1.0
11592,14103_1907_EMPv2_SIRIUS_53801,-1.4736842105263157,C19H34O3,1.0
11593,36844_1907_EMPv2_SIRIUS_24130,-1.2903225806451613,C31H44O2,1.0
11594,25116_1907_EMPv2_SIRIUS_9405,-0.45454545454545453,C22H24O7,1.0
11595,10146_1907_EMPv2_SIRIUS_24845,0.0,C6H10O5,1.0
11596,46436_1907_EMPv2_SIRIUS_31123,-0.8888888888888888,C18H28O6,1.0
11597,30352_1907_EMPv2_SIRIUS_23129,-1.7272727272727273,C22H38,1.0
11598,7067_1907_EMPv2_SIRIUS_27653,-0.5,C28H43N5O7,0.9733668341708543
11599,15707_1907_EMPv2_SIRIUS_9800,-0.4444444444444444,C9H6O,1.0
11600,5403_1907_EMPv2_SIRIUS_53464,0.0,C14H16O8,1.0
11601,43012_1907_EMPv2_SIRIUS_30458,-0.9333333333333333,C15H29NO6,1.0
11602,35165_1907_EMPv2_SIRIUS_11996,-1.44,C25H43NO2,1.0
11603,46554_1907_EMPv2_SIRIUS_28780,-1.6666666666666667,C24H44O2,1.0
11604,3263_1907_EMPv2_SIRIUS_10824,-1.1111111111111112,C27H46N2O5,0.8788944723618091
11605,25862_1907_EMPv2_SIRIUS_33920,-1.0666666666666667,C15H27NO4,1.0
11606,32276_1907_EMPv2_SIRIUS_30232,-1.5862068965517242,C29H46,1.0
11607,28424_1907_EMPv2_SIRIUS_13298,-1.0666666666666667,C15H21NO,1.0
11608,16502_1907_EMPv2_SIRIUS_2928,-1.894736842105263,C19H39N,1.0
11609,8839_1907_EMPv2_SIRIUS_34498,-0.6,C10H19N3O2,1.0
11610,47570_1907_EMPv2_SIRIUS_42474,0.75,C8H12N6,1.0
11611,2658_1907_EMPv2_SIRIUS_49717,-1.0769230769230769,C13H26N2O3,1.0
11612,6118_1907_EMPv2_SIRIUS_26388,-1.5,C20H40N2O2,1.0
11613,29464_1907_EMPv2_SIRIUS_10077,-1.7,C20H38O2,1.0
11614,26064_1907_EMPv2_SIRIUS_7544,-0.9565217391304348,C23H32O5,1.0
11615,41603_1907_EMPv2_SIRIUS_16868,-1.5,C20H40O5,1.0
11616,36546_1907_EMPv2_SIRIUS_11947,-1.565217391304348,C23H41NO,1.0
11617,1093_1907_EMPv2_SIRIUS_17144,-1.1111111111111112,C27H46O8,1.0
11618,19706_1907_EMPv2_SIRIUS_19435,-1.3571428571428572,C28H43NO,1.0
11619,28100_1907_EMPv2_SIRIUS_24285,-0.18181818181818182,C11H9NO2,1.0
11620,26330_1907_EMPv2_SIRIUS_3932,-1.4444444444444444,C18H35NO3,1.0
11621,211_1907_EMPv2_SIRIUS_11553,-1.3333333333333333,C24H39NO2,1.0
11622,3583_1907_EMPv2_SIRIUS_9613,0.25,C24H24N6O6,0.9894472361809048
11623,30600_1907_EMPv2_SIRIUS_7789,-1.1578947368421053,C19H24O,1.0
11624,43390_1907_EMPv2_SIRIUS_25914,-1.5454545454545454,C22H34,1.0
11625,45889_1907_EMPv2_SIRIUS_7012,-1.1724137931034482,C29H38O2,1.0
11626,14210_1907_EMPv2_SIRIUS_27445,-1.5333333333333334,C30H54O4,1.0
11627,42329_1907_EMPv2_SIRIUS_46507,-1.1,C20H29NOS,0.05979899497487438
11628,47515_1907_EMPv2_SIRIUS_5541,-1.2666666666666666,C30H42O2,1.0
11629,9885_1907_EMPv2_SIRIUS_57156,-0.8333333333333334,C36H40O5,0.020100502512562814
11630,45438_1907_EMPv2_SIRIUS_10909,-1.4736842105263157,C19H37NO3,1.0
11631,13048_1907_EMPv2_SIRIUS_26182,-0.6666666666666666,C6H8O2,1.0
11632,39686_1907_EMPv2_SIRIUS_16798,-1.4545454545454546,C22H36O2,1.0
11633,29685_1907_EMPv2_SIRIUS_23690,-1.2413793103448276,C29H50O7,1.0
11634,50643_1907_EMPv2_SIRIUS_4223,-1.2380952380952381,C21H30O2,1.0
11635,27493_1907_EMPv2_SIRIUS_39587,-1.0625,C32H47NO5,1.0
11636,4325_1907_EMPv2_SIRIUS_12780,-1.096774193548387,C31H45NO4,1.0
11637,31126_1907_EMPv2_SIRIUS_22721,-1.619047619047619,C21H42NO5P,0.01306532663316583
11638,44776_1907_EMPv2_SIRIUS_20707,-1.5238095238095237,C21H36O2,1.0
11639,23467_1907_EMPv2_SIRIUS_38026,-1.5833333333333333,C24H44N2,1.0
11640,30621_1907_EMPv2_SIRIUS_38861,-0.7777777777777778,C18H32N4O3,1.0
11641,17557_1907_EMPv2_SIRIUS_56616,-0.8571428571428571,C35H52N2O8,0.5783919597989949
11642,27157_1907_EMPv2_SIRIUS_29314,-1.12,C25H42O7,1.0
11643,45099_1907_EMPv2_SIRIUS_25779,-1.4814814814814814,C27H42O,1.0
11644,11624_1907_EMPv2_SIRIUS_27791,-1.3333333333333333,C30H54O7,1.0
11645,24546_1907_EMPv2_SIRIUS_10156,-1.3,C20H35NO3,1.0
11646,24391_1907_EMPv2_SIRIUS_7791,-1.5,C24H42O3,1.0
11647,26581_1907_EMPv2_SIRIUS_2645,-1.2173913043478262,C23H38O5,1.0
11648,20257_1907_EMPv2_SIRIUS_27834,-1.1333333333333333,C30H50O8,0.9050251256281407
11649,43338_1907_EMPv2_SIRIUS_6300,-1.2,C25H38O4,1.0
11650,23602_1907_EMPv2_SIRIUS_10261,-1.2173913043478262,C23H38N2O2,1.0
11651,41555_1907_EMPv2_SIRIUS_11538,-1.3076923076923077,C26H43NO3,1.0
11652,50982_1907_EMPv2_SIRIUS_11160,-1.3571428571428572,C28H42O2,1.0
11653,3083_1907_EMPv2_SIRIUS_36223,-1.5,C12H17O2P,1.0
11654,19156_1907_EMPv2_SIRIUS_312,-1.2222222222222223,C18H32O5,1.0
11655,20570_1907_EMPv2_SIRIUS_56098,-0.72,C25H36N4O3,0.9939698492462312
11656,34034_1907_EMPv2_SIRIUS_15328,-0.9032258064516129,C31H46O9,0.08994974874371861
11657,8126_1907_EMPv2_SIRIUS_4836,-1.3571428571428572,C28H44O3,1.0
11658,30398_1907_EMPv2_SIRIUS_45255,-1.0666666666666667,C30H50N2O6,0.983417085427136
11659,51720_1907_EMPv2_SIRIUS_18875,-1.1111111111111112,C27H40O5,1.0
11660,51541_1907_EMPv2_SIRIUS_3081,-1.2173913043478262,C23H41NO5,1.0
11661,3412_1907_EMPv2_SIRIUS_12040,-1.3333333333333333,C21H39NO4,1.0
11662,46231_1907_EMPv2_SIRIUS_24719,0.17391304347826086,C23H26O15,0.02110552763819095
11663,5494_1907_EMPv2_SIRIUS_5116,-1.2222222222222223,C18H24O,1.0
11664,23369_1907_EMPv2_SIRIUS_8530,-1.4285714285714286,C21H42O6,1.0
11665,45996_1907_EMPv2_SIRIUS_32277,-0.47619047619047616,C21H23NO5,1.0
11666,33237_1907_EMPv2_SIRIUS_25285,-1.5454545454545454,C22H34,1.0
11667,13761_1907_EMPv2_SIRIUS_36713,-1.0,C22H37NO6,0.999497487437186
11668,25751_1907_EMPv2_SIRIUS_40625,-0.8387096774193549,C31H49N3O7,0.5462311557788945
11669,24333_1907_EMPv2_SIRIUS_3507,-1.2142857142857142,C28H44O5,1.0
11670,44017_1907_EMPv2_SIRIUS_2605,-1.5,C20H36O3,1.0
11671,46919_1907_EMPv2_SIRIUS_55842,-0.9090909090909091,C11H18O3S,1.0
11672,28519_1907_EMPv2_SIRIUS_10186,-1.0833333333333333,C24H34O4,0.999497487437186
11673,4064_1907_EMPv2_SIRIUS_36232,-0.6875,C32H40O9,0.992964824120603
11674,22406_1907_EMPv2_SIRIUS_77,-1.7272727272727273,C22H43NO,1.0
11675,49746_1907_EMPv2_SIRIUS_17664,-2.0,C19H41N,1.0
11676,1663_1907_EMPv2_SIRIUS_30773,-0.6666666666666666,C21H24N2O2,1.0
11677,12297_1907_EMPv2_SIRIUS_6347,-1.0,C32H42O5,0.4974874371859296
11678,47956_1907_EMPv2_SIRIUS_34154,-0.9090909090909091,C33H48O9,1.0
11679,25647_1907_EMPv2_SIRIUS_3112,-1.4444444444444444,C18H26,1.0
11680,13976_1907_EMPv2_SIRIUS_57729,-1.125,C16H28O5,1.0
11681,32942_1907_EMPv2_SIRIUS_45270,-1.1851851851851851,C27H36O2,1.0
11682,50653_1907_EMPv2_SIRIUS_23478,-1.1818181818181819,C22H26,1.0
11683,51287_1907_EMPv2_SIRIUS_55264,-1.3571428571428572,C28H52O7,1.0
11684,31718_1907_EMPv2_SIRIUS_13417,-0.8695652173913043,C23H38N4O3,0.2693467336683418
11685,43749_1907_EMPv2_SIRIUS_47867,-0.9375,C32H50O10,1.0
11686,23834_1907_EMPv2_SIRIUS_12926,-0.7878787878787878,C33H38O6,0.9979899497487436
11687,7671_1907_EMPv2_SIRIUS_48887,-1.103448275862069,C29H43NO4,0.9824120603015076
11688,32095_1907_EMPv2_SIRIUS_13981,-1.875,C16H35NO,1.0
11689,43802_1907_EMPv2_SIRIUS_29418,-1.032258064516129,C31H45NO5,1.0
11690,42138_1907_EMPv2_SIRIUS_1930,-1.2222222222222223,C18H32O5,1.0
11691,34500_1907_EMPv2_SIRIUS_26440,-1.7142857142857142,C21H40O2,1.0
11692,49644_1907_EMPv2_SIRIUS_27611,-1.619047619047619,C21H38O2,1.0
11693,9596_1907_EMPv2_SIRIUS_1493,-1.4166666666666667,C24H41NO2,1.0
11694,8284_1907_EMPv2_SIRIUS_2783,-1.2666666666666666,C30H48O5,1.0
11695,51208_1907_EMPv2_SIRIUS_21324,-0.5555555555555556,C18H18O4,1.0
11696,5021_1907_EMPv2_SIRIUS_30751,-0.4444444444444444,C9H15NO4,1.0
11697,26669_1907_EMPv2_SIRIUS_42277,-1.28,C25H39NO2,1.0
11698,38168_1907_EMPv2_SIRIUS_845,-1.0588235294117647,C17H24O3,1.0
11699,4678_1907_EMPv2_SIRIUS_46490,-0.9090909090909091,C22H36N2O5,0.9532663316582914
11700,48918_1907_EMPv2_SIRIUS_3076,-0.8333333333333334,C12H20O5,1.0
11701,2593_1907_EMPv2_SIRIUS_39889,-1.2142857142857142,C28H47NO5,1.0
11702,5462_1907_EMPv2_SIRIUS_10595,-1.4736842105263157,C19H37NO3,1.0
11703,26807_1907_EMPv2_SIRIUS_22674,-1.2307692307692308,C26H38O3,1.0
11704,35024_1907_EMPv2_SIRIUS_10324,-1.4285714285714286,C28H44O2,1.0
11705,6209_1907_EMPv2_SIRIUS_20193,0.2857142857142857,C14H12O8,0.1135678391959799
11706,23778_1907_EMPv2_SIRIUS_43041,0.6666666666666666,C12H13Br2N5O2,0.9974874371859296
11707,31963_1907_EMPv2_SIRIUS_56738,-1.1428571428571428,C21H26O,1.0
11708,43693_1907_EMPv2_SIRIUS_14668,-0.972972972972973,C37H58O11,0.01809045226130653
11709,43962_1907_EMPv2_SIRIUS_56035,-1.1851851851851851,C27H40O4,1.0
11710,41418_1907_EMPv2_SIRIUS_18026,-1.6666666666666667,C18H38O4,1.0
11711,23990_1907_EMPv2_SIRIUS_41974,-1.5789473684210527,C19H33N,1.0
11712,35454_1907_EMPv2_SIRIUS_16410,-1.4545454545454546,C22H40N2O,1.0
11713,733_1907_EMPv2_SIRIUS_40385,-1.2352941176470589,C34H54O6,1.0
11714,26199_1907_EMPv2_SIRIUS_34762,-0.18181818181818182,C11H20N4O3,1.0
11715,32668_1907_EMPv2_SIRIUS_1954,-1.125,C16H20O,1.0
11716,39846_1907_EMPv2_SIRIUS_56766,-1.8181818181818181,C22H47NO2,1.0
11717,7053_1907_EMPv2_SIRIUS_21159,-1.375,C32H50O3,1.0
11718,3752_1907_EMPv2_SIRIUS_31362,0.4,C10H8O6,0.9894472361809046
11719,15160_1907_EMPv2_SIRIUS_34344,0.0,C15H20N4O4,1.0
11720,3008_1907_EMPv2_SIRIUS_4265,-1.0,C8H12O2,1.0
11721,40714_1907_EMPv2_SIRIUS_24665,-0.8148148148148148,C27H41NO8,0.9909547738693468
11722,32429_1907_EMPv2_SIRIUS_30957,-1.5862068965517242,C29H48O,1.0
11723,41817_1907_EMPv2_SIRIUS_28628,-0.96,C25H40O8,1.0
11724,29767_1907_EMPv2_SIRIUS_17217,-1.3846153846153846,C26H40O2,1.0
11725,51260_1907_EMPv2_SIRIUS_50990,-0.5454545454545454,C22H36N4O6,0.07537688442211057
11726,3789_1907_EMPv2_SIRIUS_34421,-0.18181818181818182,C11H20N4O3,1.0
11727,21800_1907_EMPv2_SIRIUS_45096,-0.5555555555555556,C18H32N4O5,1.0
11728,24683_1907_EMPv2_SIRIUS_15631,-0.35294117647058826,C17H30N4O6,1.0
11729,48869_1907_EMPv2_SIRIUS_25978,-1.2941176470588236,C34H58O7,0.9949748743718594
11730,26838_1907_EMPv2_SIRIUS_54792,-1.5,C20H36N2,1.0
11731,49577_1907_EMPv2_SIRIUS_19580,-1.2142857142857142,C28H48O7,1.0
11732,6222_1907_EMPv2_SIRIUS_13113,-0.2,C10H19NO7,0.8216080402010051
11733,36448_1907_EMPv2_SIRIUS_5039,-1.5,C20H32O,1.0
11734,46114_1907_EMPv2_SIRIUS_11371,-1.28,C25H39NO2,0.020603015075376888
11735,18852_1907_EMPv2_SIRIUS_15707,-1.096774193548387,C31H42O4,0.017587939698492462
11736,47338_1907_EMPv2_SIRIUS_41406,-0.7058823529411765,C17H20NO5P,0.592462311557789
11737,25969_1907_EMPv2_SIRIUS_2490,-1.5555555555555556,C18H28,1.0
11738,13814_1907_EMPv2_SIRIUS_39084,-0.5,C12H24N4O3,1.0
11739,6272_1907_EMPv2_SIRIUS_25831,0.06666666666666667,C30H33N9O4,0.5608040201005026
11740,932_1907_EMPv2_SIRIUS_55401,0.0,C14H16O8,0.9994974874371858
11741,50684_1907_EMPv2_SIRIUS_3630,-1.2666666666666666,C30H46O4,1.0
11742,23404_1907_EMPv2_SIRIUS_447,-1.2222222222222223,C18H30O4,1.0
11743,8288_1907_EMPv2_SIRIUS_7039,-1.2941176470588236,C17H24O,1.0
11744,49044_1907_EMPv2_SIRIUS_49591,-1.25,C40H66O8,0.16532663316582913
11745,9755_1907_EMPv2_SIRIUS_38496,0.0,C14H14N4O,1.0
11746,51254_1907_EMPv2_SIRIUS_4212,-1.4285714285714286,C28H40,1.0
11747,43044_1907_EMPv2_SIRIUS_54139,-1.4482758620689655,C29H54O6,1.0
11748,27070_1907_EMPv2_SIRIUS_52523,0.0,C9H16N2O5,1.0
11749,41815_1907_EMPv2_SIRIUS_18136,-0.15384615384615385,C26H39N7O7,0.11658291457286432
11750,16484_1907_EMPv2_SIRIUS_35582,-1.0,C18H30O6,1.0
11751,14722_1907_EMPv2_SIRIUS_39891,-0.7428571428571429,C35H47N5O3,0.1869346733668342
11752,37707_1907_EMPv2_SIRIUS_1842,-0.2857142857142857,C14H8O2,1.0
11753,670_1907_EMPv2_SIRIUS_33965,-0.9090909090909091,C11H19NO3,1.0
11754,23116_1907_EMPv2_SIRIUS_55748,-0.6,C10H19N3O2,1.0
11755,44595_1907_EMPv2_SIRIUS_40496,-1.0666666666666667,C30H44N2O2S,0.10904522613065327
11756,35604_1907_EMPv2_SIRIUS_4209,-1.2142857142857142,C28H44O5,1.0
11757,16595_1907_EMPv2_SIRIUS_8707,-1.0588235294117647,C17H30O6,1.0
11758,25346_1907_EMPv2_SIRIUS_32134,-0.11764705882352941,C17H24N4O5,0.9341708542713568
11759,24385_1907_EMPv2_SIRIUS_52991,-0.7,C20H36N4O5,0.9899497487437188
11760,1542_1907_EMPv2_SIRIUS_27121,-1.1851851851851851,C27H46O7,1.0
11761,44223_1907_EMPv2_SIRIUS_41377,-1.3793103448275863,C29H50O5,1.0
11762,38394_1907_EMPv2_SIRIUS_40072,0.0,C22H35N9O4,0.4688442211055277
11763,20822_1907_EMPv2_SIRIUS_4942,-1.3333333333333333,C21H39NO4,1.0
11764,43281_1907_EMPv2_SIRIUS_2738,-1.7894736842105263,C19H37N,1.0
11765,5960_1907_EMPv2_SIRIUS_17478,-1.565217391304348,C23H42O3,1.0
11766,36724_1907_EMPv2_SIRIUS_17696,-1.0,C14H23NO3,1.0
11767,1908_1907_EMPv2_SIRIUS_1552,-1.4444444444444444,C18H33NO2,1.0
11768,1576_1907_EMPv2_SIRIUS_6830,-0.45454545454545453,C22H26O8,1.0
11769,21183_1907_EMPv2_SIRIUS_22823,-0.9,C20H38O10,0.9974874371859296
11770,44963_1907_EMPv2_SIRIUS_33672,0.2,C10H7NO3,1.0
11771,29515_1907_EMPv2_SIRIUS_20655,-1.36,C25H44O5,1.0
11772,2250_1907_EMPv2_SIRIUS_10993,-1.1111111111111112,C18H33NO5,1.0
11773,28042_1907_EMPv2_SIRIUS_19953,-1.4782608695652173,C23H46O6,1.0
11774,4849_1907_EMPv2_SIRIUS_45182,-1.1764705882352942,C34H55NO6,1.0
11775,24799_1907_EMPv2_SIRIUS_2462,-1.0,C8H8,1.0
11776,15430_1907_EMPv2_SIRIUS_56898,-0.16666666666666666,C12H16O7,1.0
11777,30133_1907_EMPv2_SIRIUS_6504,-0.9473684210526315,C19H24O3,0.9964824120603014
11778,23272_1907_EMPv2_SIRIUS_56672,-0.8333333333333334,C12H23NO4S,0.9763819095477388
11779,32508_1907_EMPv2_SIRIUS_29325,-1.2173913043478262,C23H40O6,1.0
11780,36142_1907_EMPv2_SIRIUS_324,0.0,C6H9N3,1.0
11781,16604_1907_EMPv2_SIRIUS_41234,-1.4,C20H31N,1.0
11782,43118_1907_EMPv2_SIRIUS_25570,-1.4074074074074074,C27H40O,1.0
11783,16912_1907_EMPv2_SIRIUS_51315,6.666666666666667,C3H4N6O3,1.0
11784,30870_1907_EMPv2_SIRIUS_3775,-1.3571428571428572,C28H46O4,1.0
11785,30986_1907_EMPv2_SIRIUS_42181,0.9090909090909091,C11H10BrN5O2,0.9924623115577887
11786,15572_1907_EMPv2_SIRIUS_23477,-1.4615384615384615,C26H52NO8P,0.9994974874371858
11787,18195_1907_EMPv2_SIRIUS_3060,-1.1428571428571428,C28H42O5,1.0
11788,16504_1907_EMPv2_SIRIUS_31734,-0.15384615384615385,C13H15NO5,1.0
11789,19259_1907_EMPv2_SIRIUS_7704,-1.1428571428571428,C7H16N2O,1.0
11790,12397_1907_EMPv2_SIRIUS_53775,-0.37037037037037035,C27H27NO7,0.9914572864321608
11791,47415_1907_EMPv2_SIRIUS_19341,-1.4838709677419355,C31H56O5,0.9989949748743718
11792,33385_1907_EMPv2_SIRIUS_12172,-1.4166666666666667,C24H38O2,1.0
11793,21121_1907_EMPv2_SIRIUS_31100,-0.896551724137931,C29H40O7,1.0
11794,5759_1907_EMPv2_SIRIUS_47826,-0.34782608695652173,C23H38N6O6,0.022110552763819097
11795,39640_1907_EMPv2_SIRIUS_32541,-1.0,C22H38O8,1.0
11796,18838_1907_EMPv2_SIRIUS_11483,-1.6,C25H49NO3,1.0
11797,13758_1907_EMPv2_SIRIUS_25234,-1.2222222222222223,C18H26OS,1.0
11798,13213_1907_EMPv2_SIRIUS_26730,-0.9411764705882353,C17H31NO5S,0.9994974874371858
11799,23320_1907_EMPv2_SIRIUS_38766,-1.027027027027027,C37H52O7,1.0
11800,159_1907_EMPv2_SIRIUS_22509,-1.5,C28H44O,1.0
11801,2661_1907_EMPv2_SIRIUS_45299,-1.4736842105263157,C19H34O3,1.0
11802,48503_1907_EMPv2_SIRIUS_1900,-1.1,C20H30O4,1.0
11803,35032_1907_EMPv2_SIRIUS_27131,-1.2,C15H26O4,1.0
11804,26341_1907_EMPv2_SIRIUS_5505,-1.4285714285714286,C28H44O2,1.0
11805,26826_1907_EMPv2_SIRIUS_51142,-1.12,C25H36O3S,0.9035175879396984
11806,4914_1907_EMPv2_SIRIUS_15730,-0.8,C15H13O3P,1.0
11807,30389_1907_EMPv2_SIRIUS_54762,-0.5,C12H20N2O3S,1.0
11808,6083_1907_EMPv2_SIRIUS_51941,-0.3888888888888889,C36H40N4O7,0.1864321608040201
11809,1519_1907_EMPv2_SIRIUS_29518,-1.4,C20H34O3,1.0
11810,17657_1907_EMPv2_SIRIUS_52863,-1.2592592592592593,C27H41NO2,0.9984924623115576
11811,49223_1907_EMPv2_SIRIUS_57262,-1.2258064516129032,C31H52N2O4,0.9959798994974872
11812,10970_1907_EMPv2_SIRIUS_1417,-0.5555555555555556,C18H20O5,1.0
11813,14001_1907_EMPv2_SIRIUS_33144,-1.0625,C32H52O9,1.0
11814,48116_1907_EMPv2_SIRIUS_52056,-1.1111111111111112,C18H33NO4S,1.0
11815,12234_1907_EMPv2_SIRIUS_51082,-0.38461538461538464,C26H30N2O7,0.9884422110552764
11816,12502_1907_EMPv2_SIRIUS_33799,-1.1,C20H33NO4,1.0
11817,916_1907_EMPv2_SIRIUS_18248,-1.3636363636363635,C22H42O6,1.0
11818,31466_1907_EMPv2_SIRIUS_33391,0.9333333333333333,C15H13ClN6O2S2,0.2678391959798995
11819,16906_1907_EMPv2_SIRIUS_37092,-0.8,C20H31NO6,0.3412060301507538
11820,1603_1907_EMPv2_SIRIUS_55673,-1.024390243902439,C41H58O8,0.9592964824120604
11821,33536_1907_EMPv2_SIRIUS_2808,-1.4444444444444444,C18H28O,1.0
11822,28394_1907_EMPv2_SIRIUS_10356,-1.0,C18H32O7,0.9964824120603014
11823,50014_1907_EMPv2_SIRIUS_981,-0.5714285714285714,C21H28N4O2,0.9984924623115576
11824,23_1907_EMPv2_SIRIUS_4252,-1.3333333333333333,C18H26O,1.0
11825,15535_1907_EMPv2_SIRIUS_22620,-1.5294117647058822,C17H30O2,1.0
11826,13054_1907_EMPv2_SIRIUS_55477,-0.7272727272727273,C11H18O5,1.0
11827,15536_1907_EMPv2_SIRIUS_24712,-1.1515151515151516,C33H48O5,1.0
11828,5598_1907_EMPv2_SIRIUS_35788,-0.8,C10H21N3O2,1.0
11829,3182_1907_EMPv2_SIRIUS_29825,-1.6,C15H27N,1.0
11830,44711_1907_EMPv2_SIRIUS_16378,-1.5294117647058822,C17H29N,1.0
11831,13150_1907_EMPv2_SIRIUS_26334,-1.36,C25H42O4,1.0
11832,12187_1907_EMPv2_SIRIUS_7217,-1.1851851851851851,C27H42O5,1.0
11833,3375_1907_EMPv2_SIRIUS_57095,-1.6666666666666667,C12H27NO2,1.0
11834,10481_1907_EMPv2_SIRIUS_14224,-1.2173913043478262,C23H36O4,1.0
11835,12614_1907_EMPv2_SIRIUS_28197,-1.3617021276595744,C47H74O5,0.9974874371859296
11836,10863_1907_EMPv2_SIRIUS_2583,-1.0,C8H8,1.0
11837,50058_1907_EMPv2_SIRIUS_56327,-0.5,C12H21N3O3,1.0
11838,49240_1907_EMPv2_SIRIUS_51221,-0.42857142857142855,C28H48N6O9,0.25678391959799
11839,13474_1907_EMPv2_SIRIUS_6298,-1.1818181818181819,C22H30O2,1.0
11840,8079_1907_EMPv2_SIRIUS_46373,-1.1724137931034482,C29H46O6,1.0
11841,9297_1907_EMPv2_SIRIUS_18521,-1.263157894736842,C19H35NO4,1.0
11842,6410_1907_EMPv2_SIRIUS_2507,-1.3043478260869565,C23H34O2,1.0
11843,13324_1907_EMPv2_SIRIUS_4113,-0.8333333333333334,C12H20O5,1.0
11844,13795_1907_EMPv2_SIRIUS_6321,-1.4444444444444444,C18H28O,1.0
11845,22650_1907_EMPv2_SIRIUS_56388,-1.0526315789473684,C19H37N3O4,0.30251256281407035
11846,15054_1907_EMPv2_SIRIUS_18915,-0.5333333333333333,C15H27N3O5,1.0
11847,8564_1907_EMPv2_SIRIUS_45090,-0.5882352941176471,C17H30N4O4,0.5532663316582915
11848,26805_1907_EMPv2_SIRIUS_39626,-1.0,C32H47NO6,1.0
11849,11786_1907_EMPv2_SIRIUS_25839,-1.25,C24H34O2,1.0
11850,28267_1907_EMPv2_SIRIUS_32221,-0.2857142857142857,C7H6O2,1.0
11851,49668_1907_EMPv2_SIRIUS_38897,-1.6153846153846154,C26H46O2,1.0
11852,34346_1907_EMPv2_SIRIUS_36077,0.4,C15H12N2O6,1.0
11853,41174_1907_EMPv2_SIRIUS_47889,-1.5555555555555556,C27H42,1.0
11854,47433_1907_EMPv2_SIRIUS_27422,0.0,C9H6O3,1.0
